"Model","Baseline_RMSE","Interaction_RMSE","RMSE_Change","Percent_Change"
"OLS",3.38773650018275,3.38050980383227,-0.00722669635048323,-0.213319316602498
"Ridge",4.03685217328191,4.62596098351416,0.589108810232246,14.5932718104292
"BART",4.64050535575689,5.21811743030341,0.577612074546521,12.447180431113
